id,field,text,draft
micro/ctrl-shift-arrow,title,Select to the edge,y
micro/ctrl-shift-arrow,task,Select the whole Revenue column of the feed in one move.,y
micro/ctrl-shift-arrow,goal.sel.text,"From E1, select the Revenue column to its last figure, E1:E60.",y
micro/shift-arrow,title,Grow a selection,y
micro/shift-arrow,task,Select one site’s week of dates by hand.,y
micro/shift-arrow,goal.sel.text,"Select the first six dates, A2:A7.",y
micro/row-col-select,title,"Whole row, whole column",y
micro/row-col-select,task,Select a row and a column of the feed with the keyboard.,y
micro/row-col-select,goal.row.text,"Select row 1, the header row.",y
micro/row-col-select,goal.col.text,"Step down to A2, then select the whole of column A.",y
micro/ctrl-a,title,The current region,y
micro/ctrl-a,task,Select the whole feed in one press.,y
micro/ctrl-a,goal.all.text,"Select the feed, A1:F61.",y
micro/sheet-tabs,title,Walk the tabs,y
micro/sheet-tabs,task,Move to the Costs sheet and back to Raw by keyboard.,y
micro/sheet-tabs,goal.costs.text,Go to the Costs sheet.,y
micro/sheet-tabs,goal.raw.text,Back to Raw.,y
micro/go-to,title,Go To a far cell,y
micro/go-to,task,"Land on a cell by address, across sheets.",y
micro/go-to,goal.goto.text,Go to Costs!E4 by address.,y
micro/rename-sheet,title,Rename a tab,y
micro/rename-sheet,task,Give the scratch tab its proper name.,y
micro/rename-sheet,goal.ren.text,Rename Sheet2 to Inputs.,y
micro/gridlines,title,Gridlines off,y
micro/gridlines,task,Turn the gridlines off on the sheet a reader sees.,y
micro/gridlines,goal.grid.text,Turn the gridlines off on Raw.,y
micro/format-cells-dialog,title,"Format Cells, and out",y
micro/format-cells-dialog,task,Open Format Cells by shortcut and back out cleanly.,y
micro/format-cells-dialog,goal.open.text,Open Format Cells on C2.,y
micro/format-cells-dialog,goal.esc.text,Back out with Esc.,y
micro/font-color,title,Blue for an input,y
micro/font-color,task,Color a typed figure blue the way a model reads it.,y
micro/font-color,goal.blue.text,"On Costs, color the Domain lease B4 blue.",y
micro/go-to-special,title,Find the constants,y
micro/go-to-special,task,Select every typed number in a block in one go.,y
micro/go-to-special,goal.const.text,"On Costs, select A3:E8, then Go To Special → Constants.",y
micro/bold-command,title,Bold the header,y
micro/bold-command,task,Make the feed’s header row bold.,y
micro/bold-command,goal.bold.text,Select row 1 and make it bold.,y
micro/keytips,title,Walk the Ribbon,y
micro/keytips,task,Reach a command by KeyTips and back out one level at a time.,y
micro/keytips,goal.walk.text,"Press Alt, then H: the Home tab’s KeyTips show.",y
micro/keytips,goal.back.text,"Back out with Esc, one level at a time, until the sheet has the keys again.",y
