lesson_id,goal_index,text,teach,why,hint_stuck
link-across-sheets,1,"Mueller, Riverside and South Lamar follow: select C6:C8, point one link at Raw’s I9 and commit it into all three with Ctrl+Enter.",,,
link-across-sheets,2,"Revenue the same way: select D5:D8, point one link at Raw’s J8 and commit it into all four; the reference shifts a row per cell.",,,
link-across-sheets,3,"Airport sits below Cedar Park’s emailed row: select C10:D10, point at Raw’s I12 and Ctrl+Enter writes both links, kWh and revenue, at once.",,,
link-across-sheets,4,"Energy cost is kWh times the wholesale price on Inputs: select E5:E10, point =C5*Inputs!$B$4, anchor the price (F2, F4), Ctrl+Enter.",,,
link-across-sheets,5,"A link to another sheet is green in the format the team uses: color the energy costs E5:E10 green with Font Color, Alt H F C.",,,
link-across-sheets,6,"Format once, F4 everywhere: select C5:D8 and press F4 to repeat the green, then C10:D10, leaving Cedar Park’s typed C9:D9 automatic.",,,
link-across-sheets,7,"Does it tie? Watch the wholesale price on Inputs change to 0.200 and every energy cost in E5:E10, gross profit and margin answer.",,,
one-formula-per-row-filled-right,0,"Domain’s Monday in B17 is empty: link it to Domain’s Monday I32 in Raw’s by-day block, pointing across sheets.",,,
one-formula-per-row-filled-right,1,"Write the row once: with Monday’s link at the left of B17:G17, fill it right and all six days take the same pattern.",,,
one-formula-per-row-filled-right,2,"One of the associate’s cells is a number, not a link: show every formula in the daily table and find the one that stands out, E19.","Ctrl+` shows every formula’s text in place of its value, so a typed number stands out from the links; press it again to return.",,
one-formula-per-row-filled-right,3,"Riverside’s Thursday E19 was retyped: refill B19:G19 from its own Monday formula with F2 then Ctrl+Enter, never by retyping.",,,
one-formula-per-row-filled-right,4,Bring the values back to the daily table: every cell in B17:G21 now reads as a live link.,,,
one-formula-per-row-filled-right,5,"A link to another sheet is shown green, the format the team uses: select B17:G17 and color Domain’s row with Alt H F C.",,,
one-formula-per-row-filled-right,6,"Does it tie? Watch Domain’s Monday kWh on Raw’s C8 change to 3,000 and the Report’s B17 answer through the by-day block.",,,
read-the-error-follow-the-trail,0,"On Costs, Mueller’s total E5 says #REF!, a reference that was deleted: replace the dead tail with a pointer to D5 so it reads =B5+C5+D5.","Each error code is a message: #REF! a deleted reference, #NAME? a name Excel does not know, #VALUE! text where a number belongs, #N/A a lookup that found nothing.",,
read-the-error-follow-the-trail,1,"E6 says #NAME?: SUMM is not a function Excel knows, so edit the name in place to SUM and the total reads 2,580 again.",,,
read-the-error-follow-the-trail,2,"E7 says #VALUE!: Ctrl+[ lands on B7, and along that row D7 says tbc where the flat 260 network fee belongs: fill it down from D6.",,,
read-the-error-follow-the-trail,3,"Airport’s E8 says #N/A and holds nothing worth keeping: select E5:E8, press F2 on E5, and Ctrl+Enter writes its formula into all four rows.",,,
read-the-error-follow-the-trail,4,"B10 now says #DIV/0!, a division by nothing: Ctrl+[ jumps to E9, Ctrl+] back, and it divides by the empty B12, so edit it to =E9/B11.",,,
read-the-error-follow-the-trail,5,"B11 is a link to the Report: press Ctrl+[ on it and the trail crosses sheets to Report’s C11, the kWh the cost is spread over.",,,
read-the-error-follow-the-trail,6,"Back on Costs, E5:E8 are formulas, not inputs, and must read black like E4: copy E4 and paste its format only onto them with Paste Formats.",,,
read-the-error-follow-the-trail,7,"Does it tie? Watch Domain’s lease in B4 change to 2,500 and the cost per kWh in B10 answer through the Total.",,,
challenge-the-site-pnl,0,"kWh sold in B5:B9 is typed from last week’s page: select B5:B9, point one link at Raw’s site total I8, then Ctrl+Enter.",,,
challenge-the-site-pnl,1,"Revenue in C5:C9 the same way, pointing at Raw’s J8, then color both link columns B5:C9 green: a link to another sheet is green.",,,
challenge-the-site-pnl,2,"Energy cost D5:D9 multiplies by a typed 0.13 and D8 is an error: put =B5*Inputs!$B$4, anchored with F4, into all five with Ctrl+Enter.",,,
challenge-the-site-pnl,3,"Gross profit E5:E9 mixes typed numbers, formulas and a #REF! in E7: select E5:E9, point =C5-D5 and commit it into every row with Ctrl+Enter.",,,
challenge-the-site-pnl,4,"The Total row B10:E10 is empty: select B5:E10, the block plus its blank edge, and one Alt+= writes every column’s SUM.",,,
challenge-the-site-pnl,5,"Margin % in F5:F10 is gross profit over revenue: select F5:F10, point =E5/C5 and commit it into all six rows with Ctrl+Enter.",,,
fit-to-one-page,0,"Before you set the page, read how far it runs: jump to the last used cell, Z31, then come back to the top of the sheet.",,,
fit-to-one-page,1,A page wider than it is tall prints landscape: turn the Report with Alt P O L.,"Page Layout › Orientation, Alt P O then L for landscape or P for portrait, turns the printed page without opening a dialog box.",,
fit-to-one-page,2,"One page, however wide the columns run: open Page Setup, choose Fit to, leave the counts at 1 page wide by 1 tall, and OK it.","Page Setup, Alt P S P, holds every print setting on its tabbed pages; F picks Fit to, one page wide by one page tall, and Enter is OK.",,
fit-to-one-page,3,"The title, the units line and the header row must top every printed page: set Print Titles to rows 1:4 with Alt P I.","Print Titles, Alt P I, opens Page Setup on its Sheet page; the rows typed as Rows to repeat at top, 1:4, print at the top of every page.",,
fit-to-one-page,4,"A printed page must say which file it came from: on Page Setup’s Header/Footer page (Alt+H), put &[File] in the left footer section.",,,
fit-to-one-page,5,"A printed page must also say when it was printed: on the Header/Footer page, Alt+R moves to the right section; put &[Date] there and OK it.",,,
fit-to-one-page,6,"Does it tie? Watch Cedar Park’s kWh in C9 change to 3,000 and the Total in C11 answer: the print set-up changed nothing on the sheet.",,,
the-checks-row,0,"Head a Checks block under the week summary: Checks in A33, bold, then the three check labels in A34:A36 as one Enter run.",,,
the-checks-row,1,"In B34, take the five linked sites’ revenue D5:D8 and D10 and subtract the feed’s own total, pointing at Raw’s J13 across sheets.","A check cell is a live difference between two things that must agree, so it reads 0 when they tie and shows the gap when they do not.",,
the-checks-row,2,"In B35, the six sites’ kWh must sum to the Total row: enter =SUM(C5:C10)-C11, and it reads 0 while the total row is honest.",,,
the-checks-row,3,"In B36, a margin outside 0 to 100% is a mistake somewhere: enter =IF(AND(H11>=0,H11<=1),0,1), which reads 0 while the margin is plausible.",,,
the-checks-row,4,"Give the three checks B34:B36 the figures’ format, comma style with no decimals, so all three read a plain 0.",,,
the-checks-row,5,"A reviewer will ask what the first check compares: from B34, Ctrl+[ follows the trail to D5, the first revenue figure it reads.",,,
the-checks-row,6,Does it tie? Watch a number typed over Mueller’s revenue link in D6 and the revenue check in B34 leave zero: the break is caught.,,,
hardcode-hunt,0,"Typed numbers hide among the links: select C5:E10, run Go To Special for Constants, and color Cedar Park’s emailed figures blue.","The audit pass is three looks: Go To Special for typed numbers among links, show formulas for a number in a formula row, the page for the rest.",,
hardcode-hunt,1,"E9 multiplies the emailed kWh, so the whole Cedar Park row is marked blue until the feed carries the site: move to E9 and press F4.",,,
hardcode-hunt,2,"Mueller’s average price G6 divides by a typed 6850, which Ctrl+` shows at a glance: rewrite it as =D6/C6 by pointing.",,,
hardcode-hunt,3,"In the daily table Mueller’s Thursday E18 is a number in a formula row: select B18:G18, F2 on the link in G18, Ctrl+Enter, Ctrl+` off.",,,
hardcode-hunt,4,"Prior week rev is hidden between H and J, and a buyer who finds one hidden column looks for more: select H:J and press Ctrl+Shift+).",,,
hardcode-hunt,5,"The title was centered by typing spaces in front of it: retype it in A1 without them, then center it across A1:I1 with Ctrl+1 then A.",,,
hardcode-hunt,6,"The units line is gone, so a reader cannot tell which currency the figures are in: in A2 press Ctrl+I, then type USD unless stated.",,,
hardcode-hunt,7,"A grid sits over the daily table with gridlines on: select B15:G21, take every border off with Alt H B N, then Alt W V G.",,,
hardcode-hunt,8,"Does it tie? Watch Cedar Park’s kWh in C9 change to 3,000 and the Total in C11 answer: the page is clean and still live.",,,
challenge-audit-before-you-send,0,"The title was centered with spaces and the units line is gone: delete the spaces, center A1 across A1:I1, restore USD unless stated in A2.",,,
challenge-audit-before-you-send,1,Cedar Park’s emailed figures sit black among the green links: Go To Special constants over C5:D10 finds them; color them blue.,,,
challenge-audit-before-you-send,2,"Show formulas: one Avg price cell divides by a typed kWh figure, so rewrite G5:G10 as one formula, =D5/C5, with Ctrl+Enter.",,,
challenge-audit-before-you-send,3,A grid was drawn over the daily table B15:G21 with the gridlines on: remove every border and turn the gridlines off.,,,
challenge-audit-before-you-send,4,"One daily-table cell is a typed number among links: select B17:G21, open B17 with F2, commit it to every cell with Ctrl+Enter, Ctrl+` off.",,,
challenge-audit-before-you-send,5,The page prints landscape on one sheet but carries no page number: put Page &[Page] of &[Pages] in the center footer section.,,,
weekly-kpi-project,0,"Give the page its title in A1, bold and one size up, and the units line USD unless stated in A2 in italic.",,,
weekly-kpi-project,1,"Tab the eight headers, Site to Margin %, into A4:H4; bold them, right-align and wrap C4:H4, then center the title across A1:H1.",,,
weekly-kpi-project,2,"Copy the five site names from Inputs A9:A13 into A5:A9, then type the week label w/c 22 Sep in B5 and fill it down to B9.",,,
weekly-kpi-project,3,"Point C5 and D5 at Raw’s I8 and J8 across sheets, E5 at C5 × the wholesale price on Inputs anchored, all three green.",,,
weekly-kpi-project,4,"Point Domain’s gross profit F5 =D5-E5, average price G5 =D5/C5 and margin H5 =F5/D5, one after another with Tab.",,,
weekly-kpi-project,5,Row 5 is the page’s one formula row: select C5:H9 with Ctrl+Shift+End and fill it down the five sites with Ctrl+D.,,,
weekly-kpi-project,6,"Select C5:F10, the block plus its blank edge: one Alt+= totals every column; point G10 =D10/C10 and H10 =F10/D10; type Total in A10.",,,
weekly-kpi-project,7,"Format C5:F10 comma style with no decimals, G5:G10 currency 2, H5:H10 percent 1, then currency 0 on D5:F5 and again on D10:F10 with F4.",,,
weekly-kpi-project,8,"The Total row is bold with a top border, never a grid: select the whole row 10 with Shift+Space, Ctrl+B, then Alt H B P.",,,
weekly-kpi-project,9,"Head the daily block: A12 kWh sold by day bold, A13:G13 Site and Mon to Sat bold with the days right-aligned, A14:A18 the sites indented.",,,
weekly-kpi-project,10,"Select A13:G18, Go To Special for Blanks, point one link at Raw’s I32 and Ctrl+Enter fills all thirty cells; comma 0, green.",,,
weekly-kpi-project,11,"Head a Checks block at A20 with its three labels, then the three checks in B21:B23 reading 0, the first pointed at Raw’s J13, comma 0.",,,
weekly-kpi-project,12,"Set columns B:F to width 12 and G:H to 14, then AutoFit column A to its site names A5:A18 and row 4 to its wrapped headers.",,,
weekly-kpi-project,13,"Freeze panes at B5, gridlines off, then set the page to print: landscape, one page, rows 1:4 repeated, &[File] and &[Date] in the footer.",,,
weekly-kpi-project,14,"Does it tie? Watch Domain’s Monday kWh on Raw change to 3,000 and the Total in C10 answer while the checks in B21:B23 stay zero.",,,
foundations-assessment,0,"A1: Voltline - City Weekly KPI Report, w/c 22 Sep 2026, with the city as Costs A1 names it; A2: USD unless stated.",,,
foundations-assessment,1,"Row 4, bold: Site, Week, kWh sold, Revenue ($), Energy cost ($), Gross profit ($), Avg price ($/kWh), Margin % across A4:H4.",,,
foundations-assessment,2,"The five sites from Inputs A9:A13 into A5:A9, and the week label w/c 22 Sep in B5:B9.",,,
foundations-assessment,3,"kWh sold and revenue C5:D9 as live links to Raw’s site totals I8:J12, pointed across sheets.",,,
foundations-assessment,4,"Energy cost E5:E9 is kWh times the wholesale price, =C5*Inputs!$B$4 anchored, then color every link C5:E9 green.",,,
foundations-assessment,5,"F5:F9 =D5-E5, G5:G9 =D5/C5, H5:H9 =F5/D5 filled down; Total in A10, C10:F10 by AutoSum, G10 =D10/C10, H10 =F10/D10.",,,
foundations-assessment,6,"Daily block: kWh sold by day in A12, Site and Mon–Sat bold in row 13, sites indented in A14:A18, B14:G18 green links to Raw’s by-day block.",,,
foundations-assessment,7,"Checks in A20, bold; the three labels A21:A23; B21 =D10-Raw!J13, B22 =SUM(C5:C9)-C10, B23 =IF(AND(H10>=0,H10<=1),0,1), all reading 0.",,,
foundations-assessment,8,"Number formats: C5:F10, B14:G18 and B21:B23 comma 0; G5:G10 currency 2; H5:H10 percent 1; D5:F5 and D10:F10 currency 0.",,,
foundations-assessment,9,"Style: total row bold, top border; title bold, a size up, centered across A1:H1; A2 italic; C4:H4 wrapped; C4:H4 and B13:G13 right-aligned.",,,
foundations-assessment,10,"Widths: B:F 12, G:H 14, column A AutoFit to the sites, row 4 AutoFit; freeze panes at B5; gridlines off.",,,
foundations-assessment,11,"Page setup: landscape, fit to one page, rows 1:4 as print titles, &[File] in the left footer and &[Date] in the right.",,,
foundations-assessment,12,"Does it tie? Watch the first site’s Monday kWh on Raw change to 3,000 and the Report’s total in C10 answer while the checks stay zero.",,,
foundations-testout,0,"The Report shows its gridlines: turn them off, as a page someone reads should be.",,,
foundations-testout,1,Every week label on the Report still reads w/c 08 Sep: replace all of them with w/c 15 Sep in one pass.,,,
foundations-testout,2,"The panes are unfrozen, so the headers scroll away: freeze them at B5 so rows 1–4 and column A stay in view.",,,
foundations-testout,3,The second site’s revenue in D6 is a typed number where its link belongs: make it =Raw!J9 again.,,,
foundations-testout,4,The average prices in G5:G11 lost their format: show them as currency with two decimals.,,,
foundations-testout,5,Margin % is hidden between G and I: select G:I and unhide it.,,,
foundations-testout,6,The gross-profit total in F11 was retyped as a number: make it =SUM(F5:F10) again.,,,
foundations-testout,7,On Inputs the wholesale price in B4 is an input shown black: color it blue.,,,
foundations-testout,8,On Costs the typed figures in B4:D8 read black: select the constants with Go To Special and color them blue.,,,
foundations-testout,9,On Raw the site name in B14 has a doubled last letter: open it and remove the extra letter.,,,
foundations-testout,10,"Does it tie? Watch the first site’s Monday on Raw change to 3,000 and the Total in C11 answer, with the checks below still reading zero.",,,
